BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHR002317,Scales|Patient|Platform|Mechanical,JHR122,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR025190,Scales|Patient|Platform|Mechanical,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000066,Scales|Patient|Platform|Mechanical,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR025191,Scales|Patient|Platform|Mechanical,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000052,Scales|Patient|Platform|Mechanical,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR025189,Scales|Patient|Platform|Mechanical,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR002237,Scales|Patient|Platform|Mechanical,JHR009,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000185,Scales|Patient|Platform|Mechanical,JHR001,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR003606,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR002531,Scales|Patient|Platform|Electronic,JHR008,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR002236,Scales|Patient|Platform|Mechanical,JHR009,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000987,Scales|Patient|Platform|Mechanical,JHR008,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001715,Scales| Infant,JHR130,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000819,Scales|Patient|Platform|Mechanical,JHR014,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR009280,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR014507,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR006418,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR004204,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR004920,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR004905,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR014453,Scales|Patient|Platform|Mechanical,JHR010,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR002022,Scales|Patient|Platform|Mechanical,JHR015,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001491,Sphygmomanometers| Mercury,JHR115,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000148,Resuscitators| Pulmonary| Manual,JHR001,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000149,Resuscitators| Pulmonary| Manual,JHR001,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001809,Resuscitators| Pulmonary| Manual,JHR002,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001810,Resuscitators| Pulmonary| Manual,JHR002,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001846,Resuscitators| Pulmonary| Manual,JHR002,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR001808,Resuscitators| Pulmonary| Manual,JHR002,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR014145,Sphygmomanometers| Mercury,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR014199,Sphygmomanometers| Mercury,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
JHR000059,Sphygmomanometers| Mercury,JHR003,Kesihatan,Batu Pahat,Johor,ACT,DEA
