BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
SBH013711,Lights| Dental| Intraoral,SBH401, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH013120,AMALGAMATORS,SBH401, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH003292,ASPIRATORS| DENTAL,SBH380, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH011791,Amalgamators,SBH380, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018086,Aspirators| Dental,SBH380, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016897,DISTILLING UNIT,SBH410, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH009227,STERILIZING UNITS| STEAM,SBH400, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH013118,STERILIZING UNITS| STEAM,SBH401, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH003381,SCALERS| DENTAL| ULTRASONIC,SBH379, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH012688,LIGHTS| DENTAL| INTRAORAL,SBH379, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH013137,TESTERS| PULP,SBH379, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH013136,SCALERS| DENTAL| ULTRASONIC,SBH379, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH002225,LIGHTS| DENTAL| INTRAORAL,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH001140,MIXERS,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016858,Aspirators| Dental,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018075,Micromotor,SBH403, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018081,Scalers| Dental| Ultrasonic,SBH403, PERGIGIAN ,TAWAU,SABAH, PBR ,N/A
SBH007837,Lights| Dental,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007774,Lights| Dental,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH003418,DENTAL DELIVERY UNITS,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH003420,DENTAL DELIVERY UNITS,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH017302,CHAIRS| EXAMINATION/TREATMENT| DENTISTRY| SPECIALIST,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH004990,DENTAL DELIVERY UNITS,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016819,MICROMOTOR,SBH405, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH001456,DENTAL DELIVERY UNITS,SBH399, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016883,Lights| Dental| Intraoral,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018057,Aspirators| Dental,SBH405, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH009589,DENTAL DELIVERY UNITS,SBH389, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016868,Sphygmomanometers| Mercury,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007786,Aspirators| Dental,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016833,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH009213,AMALGAMATORS,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018144,Micromotor,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007805,Micromotor,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH006802,AMALGAMATORS,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH006895,AMALGAMATORS,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007783,Micromotor,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007784,Micromotor,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH007799,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016904,Lights| Dental| Intraoral,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018134,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016907,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016905,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH018155,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016851,Electrosurgical Units,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016855,Electrosurgical Units,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH016866,Amalgamators,SBH383, PERGIGIAN ,TAWAU,SABAH, ACT ,N/A
SBH002285,Lights| Dental,SBH456,PERGIGIAN,KENINGAU,SABAH,ACT,N/A
SBH001173,Ultrasonic Cleaning System,SBH456,PERGIGIAN,KENINGAU,SABAH,ACT,N/A
SBH002283,Lights| Dental,SBH456,PERGIGIAN,KENINGAU,SABAH,ACT,N/A
SBH006201,Chairs| Examination/Treatment| Dentistry,SBH293,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH006221,Ultrasonic Cleaning System,SBH293,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH006307,Lights| Dental,SBH293,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH018296,Lights| Dental| Intraoral,SBH293,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH012610,Micromotor,SBH301,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH011882,LIGHTS| DENTAL,SBH301,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH011901,LIGHTS| DENTAL,SBH301,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH005956,Micromotor,SBH315,PERGIGIAN,KOTA KINABALU,SABAH,ACT,N/A
SBH008432,Chairs| Examination/Treatment| Dentistry,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,DEA
SBH008443,Chairs| Examination/Treatment| Dentistry,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,DEA
SBH010096,Chairs| Examination/Treatment| Dentistry,SBH425,PERGIGIAN,LAHAD DATU,SABAH,ACT,DEA
SBH000814,Lights| Dental,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,N/A
SBH009228,ASPIRATORS| DENTAL,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,N/A
SBH003025,STERILIZING UNITS| PORTABLE,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,N/A
SBH003407,MIXERS,SBH424,PERGIGIAN,LAHAD DATU,SABAH,ACT,N/A
SBH003296,SCALERS| DENTAL| ULTRASONIC,SBH502,PERGIGIAN,PENAMPANG,SABAH,ACT,N/A
SBH009204,SCALERS| DENTAL| ULTRASONIC,SBH505,PERGIGIAN,PENAMPANG,SABAH,ACT,N/A
