
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status
"1","02 03","QMS 02/03/07/028831","SUP004","ANUGERAH SAINTIFIK SDN BHD","","","","Spirometers, Low","NA","NA","Spirometers, Low","SWK029","Klinik Kesihatan Nanga Gaat","Klinik Kesihatan Nanga Gaat  96800  Kapit","KK","Batch 7","","","","SWPSPL070","PBE","SARAWAK","KAPIT","30-05-2018/8:00AM","","NA","","",""
"1","02 03","QMS 02/03/07/028832","SUP004","ANUGERAH SAINTIFIK SDN BHD","","","","Spirometers, Low","NA","NA","Spirometers, Low","SWK030","Klinik Kesihatan Nanga Ibau","Klinik Kesihatan Nanga Ibau  96800  Kapit","KK","Batch 7","","","","SWPSPL072","PBE","SARAWAK","KAPIT","30-05-2018/8:00AM","","NA","","",""
"1","02 03","QMS 02/03/07/028833","SUP004","ANUGERAH SAINTIFIK SDN BHD","","","","Spirometers, Low","NA","NA","Spirometers, Low","SWK031","Klinik Kesihatan Nanga Merirai","Klinik Kesihatan Nanga Merirai   96800  Kapit","KK","Batch 7","","","","SWPSPL074","PBE","SARAWAK","KAPIT","30-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028356","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK003","Klinik Kesihatan Meludam","Klinik Kesihatan Meludam  Meludam  Saribas   94850 Betong","KK","Batch 7","","","","SWPSCP005","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028357","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK004","Klinik Kesihatan Nanga Tiga","Klinik Kesihatan Ng Tiga   Betong Betong 95700  Betong","KK","Batch 7","","","","SWPSCP006","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028358","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK005","Klinik Kesihatan Nanga Lawih (Majau)","Klinik Kesihatan Nanga Lawih   Majau   95700  Betong","KK","Batch 7","","","","SWPSCP007","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028361","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK009","Klinik Kesihatan Tuie","Klinik Kesihatan Tuie  Pusa Debak  95500 Betong","KK","Batch 7","","","","SWPSCP010","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028362","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK011","Klinik Kesihatan Nanga Budu","Klinik Kesihatan Ng Budu   Kalaka  95400 Saratok","KK","Batch 7","","","","SWPSCP011","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028363","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK012","Klinik Kesihatan Nanga Atoi","Klinik Kesihatan Nanga Atoi  Kalaka   95400 Saratok","KK","Batch 7","","","","SWPSCP012","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
"1","01 15","QMS 01/15/07/028364","SUP015","LESOSHOPPE SDN BHD","","","","Scales, Clinical, Pharmacy","NA","NA","Scales, Clinical, Pharmacy","SWK013","Klinik Kesihatan Nyabor","Klinik Kesihatan Nyabor  Roban Kalaka    95300 Saratok","KK","Batch 7","","","","SWPSCP013","PBE","SARAWAK","BETONG","28-05-2018/8:00AM","","NA","","",""
