BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
NSB024285,Sphygmomanometers| Mercury,NSB036,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005643,Sphygmomanometers| Mercury,NSB036,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005501,Sphygmomanometers| Mercury,NSB036,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005567,Sphygmomanometers| Mercury,NSB036,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB001792,Laryngoscopes| Rigid,NSB005,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB002937,Nebulizers| Nonheated,NSB007,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB003138,Analyzers| Laboratory| Urine| Semiautomated ( Medium),NSB010,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB009250,Sphygmomanometers| Mercury,NSB010,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB005094,Scales|Patient|Platform|Mechanical,NSB101,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
NSB007302,Scales|Patient|Platform|Electronic,NSB100,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
NSB006299,Lights| Dental| Intraoral,NSB154,Pergigian,Seremban,Negeri Sembilan,ACT,BER
NSB024031,Nebulizers| Nonheated,NSB040,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB024030,Nebulizers| Nonheated,NSB040,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB000976,Ophthalmoscopes,NSB002,Kesihatan,Jelebu,Negeri Sembilan,ACT,BER
NSB024170,Aspirators,NSB039,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB006915,Scales|Patient|Platform|Mechanical,NSB111,Kesihatan,Rembau,Negeri Sembilan,ACT,BER
NSB006266,Lights| Dental| Intraoral,NSB152,Pergigian,Seremban,Negeri Sembilan,ACT,BER
NSB009660,Nebulizers| Nonheated,NSB290,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB001670,Ergometers| Bicycle,NSB014,Kesihatan,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB002127,Exercisers,NSB014,Kesihatan,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB002122,Ergometers| Bicycle,NSB014,Kesihatan,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB002123,Ergometers| Bicycle,NSB014,Kesihatan,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB024417,Scales|Patient|Platform|Mechanical,NSB037,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB002612,Aspirators,NSB039,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB002130,Freezers| Laboratory,NSB014,Kesihatan,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB020460,Scalers| Dental| Ultrasonic,NSB151,Pergigian,Seremban,Negeri Sembilan,ACT,BER
NSB004476,Fetal Heart Detectors| Ultrasonic,NSB035,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB000334,Aspirators| Dental,NSB210,Pergigian,Tampin,Negeri Sembilan,ACT,BER
NSB003397,Dental Delivery Units,NSB243,Pergigian,Jelebu,Negeri Sembilan,ACT,BER
NSB001020,Chairs| Examination/Treatment| Dentistry,NSB183,Pergigian,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB023006,Scalers| Dental| Ultrasonic,NSB149,Pergigian,Seremban,Negeri Sembilan,ACT,BER
NSB006258,Sterilizing Units| Steam,NSB151,Pergigian,Seremban,Negeri Sembilan,ACT,BER
NSB020344,Radiographic/Fluoroscopic Systems| General-Purpose,NSB039,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
