BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHR011152-1-1,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-1-2,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-1-3,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-2-1,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-2-2,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-2-3,Handpieces| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-3-1,Scalers| Dental| Ultrasonic,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-3-2,Scalers| Dental| Ultrasonic,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-4,Lights| Dental| Intraoral,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-5,Lights| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-6,Aspirators| Dental,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR011152-7,Compressors| Medical-Air,JHR370,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-1-1,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-1-2,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-1-3,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-2-1,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-2-2,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-2-3,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-2-4,Handpieces| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-3-1,Scalers| Dental| Ultrasonic,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-3-2,Scalers| Dental| Ultrasonic,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-4,Lights| Dental| Intraoral,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR015562-5,Lights| Dental,JHR367,PERGIGIAN,JOHOR BAHRU,JOHOR,ACT,BER
JHR002472-1-1,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-1-2,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-1-3,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-2-1,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-2-2,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-2-3,Handpieces| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-3-1,Scalers| Dental| Ultrasonic,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-3-2,Scalers| Dental| Ultrasonic,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-4,Lights| Dental| Intraoral,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-5,Lights| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-6,Aspirators| Dental,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
JHR002472-7,Compressors| Medical-Air,JHR402,PERGIGIAN,MUAR,JOHOR,ACT,BER
