BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
SWK008245,Scales| Infant,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008271,Scales|Patient|Platform|Mechanical,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008272,Scales|Patient|Platform|Mechanical,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008238,Fetal Heart Detectors| Ultrasonic,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008242,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008240,Fetal Heart Detectors| Ultrasonic,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008244,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008225,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008270,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008267,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008269,Sphygmomanometers| Mercury,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008273,Scales|Patient|Platform|Mechanical,SWK001,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008402,Sphygmomanometers| Mercury,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK016264,Sphygmomanometers| Electronic| Automatic,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008693,Sphygmomanometers| Electronic| Automatic,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008403,Sphygmomanometers| Electronic| Automatic,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK009089,Sphygmomanometers| Electronic| Automatic,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008701,Sphygmomanometers| Mercury,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008700,Sphygmomanometers| Mercury,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK008401,Sphygmomanometers| Mercury,SWK195,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK006505,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK006506,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK013997,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK006515,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK006514,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK013980,Sphygmomanometers| Mercury,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK006504,Scales|Patient|Platform|Mechanical,SWK013,KESIHATAN ,BETONG ,SARAWAK ,ACT,BER 
SWK020037,Cameras| Fundus,SWK015,KESIHATAN ,BINTULU ,SARAWAK ,TST,BER 
SWK011235,Micromotor ,SWK445,PERGIGIAN ,BINTULU ,SARAWAK,ACT,BER 
SWK000643,Trimmers| Model| Dental,SWK445,PERGIGIAN ,BINTULU ,SARAWAK,ACT,BER 
SWK004057,Dental Restorationpolisher| Burnishers ,SWK445,PERGIGIAN ,BINTULU ,SARAWAK,ACT,BER 
SWK005447,Analyzers| Laboratory| Hematology| Cell Counting| Automated ( Medium),SWK015,KESIHATAN ,BINTULU ,SARAWAK ,ACT,BER 
SWK001199,Light| Examination ,SWK016,KESIHATAN ,BINTULU ,SARAWAK ,ACT,BER 
SWK005629,Scales| Infant,SWK021,KESIHATAN ,BINTULU ,SARAWAK ,ACT,BER 
SWK003721,Sphygmomanometers| Mercury,SWK021,KESIHATAN ,BINTULU ,SARAWAK ,ACT,BER 
