BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
NSB003397-1-1,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-1-2,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-1-3,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-2-1,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-2-2,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-2-3,Handpieces| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-3-1,Scalers| Dental| Ultrasonic,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-3-2,Scalers| Dental| Ultrasonic,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-4,Lights| Dental| Intraoral,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB003397-5,Lights| Dental,NSB243,Pergigian,JELEBU,Negeri Sembilan,PBR,BER
NSB001020-1-1,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-1-2,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-1-3,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-2-1,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-2-2,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-2-3,Handpieces| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-3-1,Scalers| Dental| Ultrasonic,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-3-2,Scalers| Dental| Ultrasonic,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-4,Lights| Dental| Intraoral,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-5,Lights| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-6,Aspirators| Dental,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB001020-7,Compressors| Medical-Air,NSB183,Pergigian,KUALA PILAH,Negeri Sembilan,PBR,BER
NSB000051-1-2,Handpieces| Dental,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-1-3,Handpieces| Dental,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-2-3,Handpieces| Dental,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-3-2,Scalers| Dental| Ultrasonic,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-4,Lights| Dental| Intraoral,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-5,Lights| Dental,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
NSB000051-6,Aspirators| Dental,NSB211,Pergigian,TAMPIN,Negeri Sembilan,N/A,BER
