BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
SBH005807,SPHYGMOMANOMETERS| MERCURY,SBH135,KESIHATAN,KOTA BELUD,SABAH,ACT,DEA
SBH003956,SPHYGMOMANOMETERS| MERCURY,SBH285,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH024303,SPHYGMOMANOMETERS| MERCURY,SBH281,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH005783,SPHYGMOMANOMETERS| MERCURY,SBH135,KESIHATAN,KOTA BELUD,SABAH,ACT,DEA
SBH005784,SCALES| INFANT,SBH135,KESIHATAN,KOTA BELUD,SABAH,PBR,BER
SBH000652,SCALES| INFANT,SBH215,KESIHATAN,RANAU,SABAH,ACT,BER
SBH003892,FETAL HEART DETECTORS| ULTRASONIC ,SBH285,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH005406,FETAL HEART DETECTORS| ULTRASONIC ,SBH284,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH005790,FETAL HEART DETECTORS| ULTRASONIC ,SBH135,KESIHATAN,KOTA BELUD,SABAH,ACT,BER
SBH005933,FETAL HEART DETECTORS| ULTRASONIC ,SBH134,KESIHATAN,KOTA BELUD,SABAH,PBR,BER
SBH000455,FETAL HEART DETECTORS| ULTRASONIC ,SBH223,KESIHATAN,RANAU,SABAH,ACT,BER
SBH000689,FETAL HEART DETECTORS| ULTRASONIC ,SBH222,KESIHATAN,RANAU,SABAH,ACT,BER
SBH003097,SCALES| PATIENT| PLATFORM| ELECTRONIC,SBH099,KESIHATAN,TUARAN,SABAH,ACT,BER
SBH000642,SCALES| PATIENT| PLATFORM| ELECTRONIC,SBH215,KESIHATAN,RANAU,SABAH,ACT,BER
SBH018239,SCALES| PATIENT| PLATFORM| MECHANICAL,SBH283,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH000649,SCALES| PATIENT| PLATFORM| MECHANICAL,SBH215,KESIHATAN,RANAU,SABAH,ACT,BER
SBH018178,ANALYZERS| LABORATORY| GLYCATED HEMOGLOBIN,SBH075,KESIHATAN,TUARAN,SABAH,PBR,BER
SBH000747,ANALYZERS| LABORATORY| GLYCATED HEMOGLOBIN,SBH072,KESIHATAN,RANAU,SABAH,ACT,BER
SBH003567,LIGHT EXAMINATION,SBH144,KESIHATAN,KOTA BELUD,SABAH,ACT,BER
SBH000645,FREEZERS| LABORATORY VACCINE,SBH215,KESIHATAN,RANAU,SABAH,PBR,BER
PRK020261,Lights| Dental| Intraoral,PRK359,PERGIGIAN,KAMPAR,PERAK,ACT,DEA
PRK008202,Fume Extractor,PRK404,PERGIGIAN,KERIAN,PERAK,ACT,DEA
PRK001350,Lights| Dental| Intraoral,PRK353,PERGIGIAN,KINTA,PERAK,ACT,DEA
PRK015580,Lights| Dental| Intraoral,PRK353,PERGIGIAN,KINTA,PERAK,ACT,DEA
PRK023092,Aspirators| Dental,PRK346,PERGIGIAN,KINTA,PERAK,ACT,DEA
PRK023351,Welding Units| Orthodontic,PRK570,PERGIGIAN,LARUT MATANG SELAMA,PERAK,ACT,DEA
PRK006094,Lights| Dental| Intraoral,PRK522,PERGIGIAN,LARUT MATANG SELAMA,PERAK,ACT,DEA
PRK004058,Aspirators| Dental,PRK495,PERGIGIAN,MANJUNG,PERAK,ACT,DEA
