BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
PRK000238,EXERCISERS,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK001613,Heating Units| Hot-Pack,PRK033,KESIHATAN,Kampar,Perak,ACT,DEA
PRK003516,Radiographic/Fluoroscopic Systems| General-Purpose,PRK063,KESIHATAN,Manjung,Perak,ACT,BER
PRK004112,Monitoring Systems| Physiologic,PRK064,KESIHATAN,Manjung,Perak,ACT,BER
PRK004516,SCALES| INFANT,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK005161,Sphygmomanometers| Mercury,PRK062,KESIHATAN,Manjung,Perak,ACT,BER
PRK007393,Electrocardiographs| Multichannel,PRK026,KESIHATAN,Kerian,Perak,ACT,DEA
PRK007575,Baths| Water| Laboratory,PRK020,KESIHATAN,Kerian,Perak,ACT,DEA
PRK007677,Refrigerators| Laboratory,PRK025,KESIHATAN,Kerian,Perak,ACT,DEA
PRK007681,Ovens| Drying,PRK025,KESIHATAN,Kerian,Perak,ACT,DEA
PRK007780,SPHYGMOMANOMETERS| ANEROID,PRK077,KESIHATAN,Kerian,Perak,ACT,DEA
PRK008013,Analyzers| Laboratory| Blood| Hemoglobin,PRK023,KESIHATAN,Kerian,Perak,ACT,DEA
PRK008399,EXERCISERS,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK008520,Freezers| Laboratory,PRK022,KESIHATAN,Kerian,Perak,ACT,DEA
PRK009861,Unit-Dose Dispensers| Pill,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK009876,Ophthalmoscopes,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK009882,Light| Examination,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK009884,Ophthalmoscopes,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010001,Unit-Dose Dispensers| Pill,PRK002,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010014,Sphygmomanometers| Electronic| Automatic,PRK002,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010041,View Boxes| X-Ray,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010557,Analyzers| Laboratory| Clinical Chemistry| Automated (Medium),PRK002,KESIHATAN,Muallim,Perak,ACT,BER
PRK010603,Nebulizers| Ultrasonic,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010605,Sphygmomanometers| Electronic| Automatic,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK010619,View Boxes| X-Ray,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011177,Sphygmomanometers| Mercury,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011181,Fetal Heart Detectors| Ultrasonic,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011184,Fetal Heart Detectors| Ultrasonic,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011185,Light| Examination,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011194,Sphygmomanometers| Aneroid,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011195,Sphygmomanometers| Aneroid,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK011199,Scales|Patient|Platform|Mechanical,PRK004,KESIHATAN,Muallim,Perak,ACT,DEA
PRK012539,Sphygmomanometers| Aneroid,PRK094,KESIHATAN,Muallim,Perak,ACT,BER
PRK012540,Sphygmomanometers| Aneroid,PRK094,KESIHATAN,Muallim,Perak,ACT,BER
PRK012841,Light| Examination,PRK104,KESIHATAN,Muallim,Perak,ACT,BER
PRK014054,Sphygmomanometers| Mercury,PRK286,KESIHATAN,Manjung,Perak,ACT,BER
PRK014996,Radiographic/Fluoroscopic Systems| General-Purpose,PRK061,KESIHATAN,Manjung,Perak,ACT,BER
PRK015129,Freezers| Laboratory,PRK002,KESIHATAN,Muallim,Perak,ACT,DEA
PRK015354,Resuscitators| Pulmonary| Manual,PRK025,KESIHATAN,Kerian,Perak,ACT,DEA
PRK025041,REFRIGERATORS| PHARMACY,PRK020,KESIHATAN,Kerian,Perak,ACT,DEA
PRK025070,REFRIGERATORS| PHARMACY,PRK024,KESIHATAN,Kerian,Perak,ACT,DEA
