BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
PRK003474,Sterilizing Units| Steam| Tabletop,PRK063,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK004322,Sphygmomanometers| Aneroid,PRK067,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK004323,Sphygmomanometers| Aneroid,PRK067,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005051,Sphygmomanometers| Mercury,PRK067,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005064,Sphygmomanometers| Mercury,PRK067,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005118,Scales|Patient|Platform|Mechanical,PRK291,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005120,Scales| Infant,PRK291,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005152,Sphygmomanometers| Mercury,PRK062,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005311,Scales| Infant,PRK298,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005312,Scales|Patient|Platform|Mechanical,PRK298,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005383,Scales| Infant,PRK285,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005389,Analyzers| Laboratory| Blood| Hemoglobin,PRK285,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005751,Scales| Infant,PRK300,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK014019,Freezers| Laboratory Vaccine,PRK062,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK014609,Light| Examination,PRK279,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK000839,X-Ray Film Processors| Automatic,PRK057,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006605,FETAL HEART DETECTORS| ULTRASONIC,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006634,Fetal Heart Detectors| Ultrasonic,PRK272,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006640,FETAL HEART DETECTORS| ULTRASONIC,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006763,Scales|Patient|Platform|Mechanical,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006786,Analyzers| Laboratory| Clinical Chemistry| Automated (Medium),PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006846,Sphygmomanometers| Mercury,PRK053,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006985,Nebulizers| Nonheated,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007133,Analyzers| Laboratory| Urine| Semiautomated ( Medium),PRK083,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007201,Aspirators,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007229,Fetal Heart Detectors| Ultrasonic,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007956,Light| Examination,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007958,Scales| Infant,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
