BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
PRK012171,Analyzers| Laboratory| Hematology| Cell Counting| Automated ( Medium),PRK076,KESIHATAN,HULU PERAK,PERAK,ACT,BER
PRK012599,Analyzers| Laboratory| Hematology| Cell Counting| Automated ( Medium),PRK016,KESIHATAN,HULU PERAK,PERAK,ACT,BER
PRK015324,Analyzers| Laboratory| Glycated Hemoglobin,PRK014,KESIHATAN,HULU PERAK,PERAK,ACT,BER
PRK020194,SCALES|PATIENT|PLATFORM|ELECTRONIC,PRK255,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006683,Fetal Heart Detectors| Ultrasonic,PRK254,KESIHATAN,LARUT MATANG SELAMA,PERAK,PBR,BER
PRK006634,Fetal Heart Detectors| Ultrasonic,PRK272,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK020185,EXERCISERS,PRK051,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK020177,SCALES|PATIENT|PLATFORM|ELECTRONIC,PRK055,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK008073,SCALES|PATIENT|PLATFORM|MECHANICAL,PRK055,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK008275,Sphygmomanometers| Aneroid,PRK055,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006605,FETAL HEART DETECTORS| ULTRASONIC,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006640,FETAL HEART DETECTORS| ULTRASONIC,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007229,Fetal Heart Detectors| Ultrasonic,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007201,Aspirators,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK020117,CAMERAS| IDENTIFICATION,PRK053,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK024232,DEFIBRILLATORS| EXTERNAL| AUTOMATED,PRK053,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006558,Aspirators,PRK053,KESIHATAN,LARUT MATANG SELAMA,PERAK,PBR,BER
PRK007958,Scales| Infant,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006985,Nebulizers| Nonheated,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007956,Light| Examination,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007989,Sphygmomanometers| Electronic| Automatic,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006846,Sphygmomanometers| Mercury,PRK053,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015769,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015772,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015757,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015749,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015755,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015771,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015773,Sphygmomanometers| Mercury,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006786,Analyzers| Laboratory| Clinical Chemistry| Automated (Medium),PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK015846,Freezers| Laboratory Vaccine,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK000839,X-Ray Film Processors| Automatic,PRK057,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006763,Scales|Patient|Platform|Mechanical,PRK060,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007133,Analyzers| Laboratory| Urine| Semiautomated ( Medium),PRK083,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK008074,SCALES|PATIENT|PLATFORM|MECHANICAL,PRK055,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007973,Scales|Patient|Platform|Mechanical,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
